carriers,costs,total_levelised_cost
waterA,monetary,1.7516789524281227
water_to_hpA,monetary,1.922695063013116
water_to_hpB,monetary,2.0572007286720417
power,monetary,0.05822817398832837
waterE,monetary,inf
water_to_hpC,monetary,0.49023830200197444
waterB,monetary,1.4464086712607365
waterD,monetary,0.2974237113206706
waterC,monetary,0.4900290733607803
