carriers,costs,total_levelised_cost
waterA,monetary,1.7516792819142408
water_to_hpA,monetary,1.8932834363598248
water_to_hpB,monetary,2.04415992687641
power,monetary,0.05822819507294841
waterE,monetary,inf
water_to_hpC,monetary,0.4900291655339202
waterB,monetary,1.429700559553579
waterD,monetary,0.29707280482594656
waterC,monetary,0.49002916553393616
